noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad
382.txt,The Explainer,"",PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGI,20101004,"ABILA, Kronos","President Kapelou II of the democratic party of Kronos captured 98,7% of the vote with Ren Touvi of the organization of the business and the party of the unions a second distant one with a 1,0% mere one of the vote.","party,%,vote,organization,business,party,union,%,vote","democratic,second,distant,mere",capture,"Kapelou II,Ren Touvi",Kronos,"","","","",-0.19999999999999998,0.2833333333333333
382.txt,The Explainer,"",PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGI,20101004,"ABILA, Kronos","With all the votes counted the democratic party of the president of Kronos now maintains 85 seats in the General Assembly, 13 for the organization of the business and the party of the unions, and 2 for the party of the industrialists of Kronos.","vote,party,president,seat,organization,business,party,union,party,industrialist",democratic,"count,maintain","","Kronos,the General Assembly,Kronos","","","","",0.05000000000000002,0.5
382.txt,The Explainer,"",PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGI,20101004,"ABILA, Kronos","Of each corner of Kronos a refrain of Kronos could be heard, is always truth to Thee.","corner,refrain,truth","",hear,"","Kronos,Kronos","","","","",0.0,0.0
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos","Near 25 kilometers to the west of Abila they are the small rural municipality of Elodis, located in the river of Tiskele.","kilometer,west,municipality,river","small,rural",locate,"","",Tiskele,"","Abila,Elodis","",-0.049999999999999996,0.26666666666666666
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos",Rough 20 kilometers of by waters above are the site of the curve of Tiskele worked by GAStech International in governmental earth.,"kilometer,water,site,curve,earth","rough,governmental",work,"",GAStech International,"Tiskele,earth","","","",-0.03333333333333333,0.16666666666666666
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos",The citizens demand the site are contaminating the Earth and the water that makes their patient of people.,"citizen,site,water,people",patient,"demand,contaminate,make","","",Earth,"","","",0.0,0.0
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos","In a declaration the government of Kronos has denied that the site of the curve of Tiskele is the source of any contamination that insists that ambo the ""natural gas and the process that it perforates they are clean.""","declaration,government,site,curve,source,contamination,ambo,gas,process","natural,clean","deny,insist,perforate","","",Tiskele,"",Kronos,"",0.23333333333333334,0.55
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos","The declaration continued, ""if our people are ill we aid to obtain to them well.","declaration,people",ill,"continue,be,aid,obtain","","","","","","",-0.5,1.0
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos",We will find the source of its ailments and will do what is required to solve the problem.,"source,ailment,problem","","find,do,require,solve","","","","","","",0.0,0.0
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos","That one is to have of the government: in order to protect its people.""","government,order,people","","have,protect","","","","","","",0.0,0.0
731.txt,The Explainer,"",POSSIBLE CONTAMINATION IN ELODIS,19970425,"ELODIS, Kronos","For its part, international GAStech is preput to cooperate completely with the government as it has from the beginning of his relation.","part,government,beginning,relation","international,preput",cooperate,"",GAStech,"","","","",0.05,0.2
442.txt,The Explainer,"",HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODI,19981117,"ELODIS, Kronos",The health heals international of the group of the knowledge of the water for all (WFA) has made the test in the local water in Elodis that found of high level of dangerous residential water well materials.,"health,group,knowledge,water,test,water,level,water,well,material","international,local,high,dangerous,residential","make,find","",WFA,"","",Elodis,"",-0.10999999999999999,0.36
442.txt,The Explainer,"",HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODI,19981117,"ELODIS, Kronos","In a declaration sent by WFA, the group it directs fault to the government of international Kronos and GAStech, company of the natural gas of Tethys.","declaration,group,fault,government,company,gas","international,natural","send,direct","","WFA,Kronos,GAStech,Tethys","","","","",0.05,0.2
442.txt,The Explainer,"",HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODI,19981117,"ELODIS, Kronos","Besides to direct the two fault WFA also it demands that ascending clean the contamination, that includes stops levels of the benzene, arsenic of the tolueno and xylene, barium, chromium, lead and selenium.","fault,contamination,stop,level,benzene,arsenic,tolueno,xylene,barium,chromium,lead,selenium","","direct,demand,ascend,clean,include","",WFA,"","","","",0.23333333333333334,0.55
442.txt,The Explainer,"",HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODI,19981117,"ELODIS, Kronos","Bringing the attention to the contamination in and around Elodis, WFA hopes that the international community will exert pressure on the government of Kronos in the action.","attention,contamination,community,pressure,government,action",international,"bring,hope,exert","","WFA,Kronos","","",Elodis,"",0.05,0.05
442.txt,The Explainer,"",HEALTH FOR ALL THE DECLARATION OF EDITIONS ON ELODI,19981117,"ELODIS, Kronos","In addition, WFA has been working with the protectors of the group of the activist of Kronos to lobby the government to apply the pressure.","addition,protector,group,activist,government,pressure","","work,lobby,apply","","WFA,Kronos","","","","",0.0,0.0
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"",The evident confusion comes the similarity between its name and the one from a protector of the member of Kronos.,"confusion,similarity,name,protector,member",evident,come,"",Kronos,"","","","",0.25,0.25
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"","Vann, protector of security for GAStech, was furious, indicating, ""I do not have anything to do nobodies with no members of group POK of the terrorist.","protector,security,nobody,member,group,terrorist",furious,"indicate,have,do",Vann,"GAStech,POK","","","","",0.0,0.0
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"",I know nobody of Elodis.,"","",know,"",Elodis,"","","","",0.0,0.0
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"",I was born here in Abila and support to my government and my president.,"support,government,president","",bear,"","","","",Abila,"",0.0,0.0
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"",It is being being accused and being interrogated by 6 hours like member of terrorist POK one of the worse days of my life.,"hour,member,day,life","terrorist,bad","accuse,be,interrogate","",POK,"",the worse days,"","",-0.4,0.6
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"","Hardly because a person has he himself name that a criminal does not do him a criminal.""



They sent although it not to communicate with the press that Vann was firm to tensionar its innocence.","person,name,criminal,criminal,press,innocence",firm,"have,do,send,communicate,tensionar",Vann,"","","","","",-0.3229166666666667,0.5104166666666667
197.txt,The Explainer,"","INTERROGATED, SENT EMPLOYEE OF GASTEC",20140120,"","With about 14 still used of GAStech inexplicable ones, one cannot blame to the police or the government not to leave to no stone unturned.","one,police,government,stone","inexplicable,unturned","use,blame,leave","",GAStech,"","","","",-0.6,0.9
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",With the third anniversary to approach of the death of Elian Karel - previous member of the protectors of Kronos - the question is:  who are the demonstrators.,"anniversary,death,member,protector,question,demonstrator","third,previous",approach,Elian Karel,Kronos,"","","","",-0.08333333333333333,0.08333333333333333
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","But not only who are they, which and because they are protesting?","","",protest,"","","","","","",0.0,1.0
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","The protectors of Kronos or POK were founded on 1997 by the residents of rural Elodis in agreement with the opinion of the now late health for all (WFA), an international group of the security of the water.","protector,resident,agreement,opinion,health,group,security,water","rural,late,international",found,"","Kronos,POK,WFA","",1997,Elodis,"",-0.09999999999999999,0.19999999999999998
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The POK was initiated to bring the attention to the clean editions of the water that surrounded Elodis to the government by Kronos and the world.,"attention,edition,water,government,world",clean,"initiate,bring,surround","","POK,Kronos","","",Elodis,"",0.3666666666666667,0.7000000000000001
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The POK affirms that the site that it perforates international of the natural gas of the curve of GAStech Tiskele is the source of both the contamination of the potable water as well as the destruction of the traditional territories of labrantío that surround Elodis.,"site,gas,curve,source,contamination,water,destruction,territory","international,natural,potable,traditional","affirm,perforate,surround","",POK,"","",Elodis,"",0.03333333333333333,0.3833333333333333
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","In 1998, WFA made test in the water of Elodis that finds stops levels of the benzene, arsenic of the tolueno and xylene, barium, chromium, lead and selenium.","test,water,stop,level,benzene,arsenic,tolueno,xylene,barium,chromium,lead,selenium","","make,find","",WFA,"",1998,"","",0.0,0.0
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The test of a subsequent declaration sent by the attention and the pressure in the international government and GAStech brought WFA to the act.,"test,declaration,attention,pressure,government,act","subsequent,international","send,bring","","GAStech,WFA","","","","",0.0,0.025
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Nevertheless, with making fragments of WFA due to financing editions, the demands of the POK were not done case and downplayed to a great extent.","fragment,financing,edition,demand,case,extent","due,great","make,do,downplay","","WFA,POK","","","","",0.3375,0.5625
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Also in 1998, Julian Vann, of a ten years previously healthy one - the old girl died of a persistent disease, that WFA-financed demanded doctors was caused by the contamination of the water.","year,girl,disease,doctor,contamination,water","healthy,old,persistent","die,finance,demand,cause",Julian Vann,WFA,"","1998,ten years","","",0.19999999999999998,0.2333333333333333
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The government of Kronos officially refuted the demand that mentioned the fragmentation of the WFA organization as it demonstrates of a nontrustworthy source that will not trust.,"government,demand,fragmentation,organization,source",nontrustworthy,"refute,mention,demonstrate,trust","","Kronos,WFA","","","","",0.0,0.0
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","He costs what costs, Julian he felt well to martyr of the first POK and has used the image of Julian in the Literature of the campaign since.","image,literature,campaign",first,"cost,cost,feel,martyr,use","Julian,Julian",POK,"","","","",0.25,0.3333333333333333
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Martyr secondly main of POK is Elian Karel, that died in 2009 whereas incarcerated of indetermine causes.","martyr,cause","main,indetermine","die,incarcerate",Elian Karel,POK,"",2009,"","",0.16666666666666666,0.3333333333333333
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",Trumped upon loads affirms it to the POK was arrested ignition whereas the government of affirms it to Kronos was a radical and violent activist contracted the fiscal evasion.,"load,ignition,government,activist,evasion","radical,violent,fiscal","trump,affirm,arrest,affirm,contract","","POK,Kronos","","","","",-0.8,1.0
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos","Karel been had implied with the POK from its beginning since his father, Jeroen Karel, were an original member.","beginning,father,member",original,"be,imply,be","Karel,Jeroen Karel",POK,"","","","",0.375,0.75
300.txt,The Explainer,"",THE WHO IS THE DEMONSTRATORS,20120824,"ABILA, Kronos",The death of Elian Karel in 2009 was marked by spontaneous cases of the protest around Abila.,"death,case,protest",spontaneous,mark,Elian Karel,"","",2009,Abila,"",0.35,0.75
