noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad,cant_personas
441.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,The GAStech executive jet reportedly arrived in Tethys a few hours ago bearing Sten Sanjorge Jr.  The jet was quickly refueled and then departed for Abila International Airport with six GAStech officials onboard.,"jet,hour,jet,official","executive,few","arrive,refuel,depart",Sten Sanjorge Jr.,"GAStech,GAStech",,,Tethys,,0.04444444444444443,0.2,1
469.txt,Who What News,,KIDNAPPING AT GASTECH KRONOS ,20140120,"ABILA, Kronos",Speculation includes whether or not GAStech International President and CEO Sten Sanjorge Jr. was the target given that GAStech International has yet to make a statement to the press.,"speculation,target,statement,press",,"include,give,have,make",Sten Sanjorge Jr.,"GAStech International,GAStech International",,,,,0.0,0.0,1
712.txt,The Tulip,,REMOVAL AT GASTECH KRONOS,20140120,"ABILA, Kronos",Speculation includes presence or absence of international President GAStech and CEO Sten Sanjorge Jr. ones the aim had been seen international GAStech has to give a statement to the press still.,"speculation,presence,absence,one,aim,statement,press","international,international","include,see,have,give",Sten Sanjorge Jr.,"GAStech,GAStech",,,,,-0.0041666666666666675,0.0,1
818.txt,News Desk,,ENVELOPE UP OF EVENTS AT GASTEC,20140120,"ABILA, Kronos","There is still speculation concerning which in removal was taken and if President GAStech and CEO Sten Sanjorge Jr. ones the aim was, seen international GAStech has to a declaration to the press still take off.","speculation,removal,one,aim,declaration,press",international,"concern,take,see,take",Sten Sanjorge Jr.,"GAStech,GAStech",,,,,0.0,0.0,1
494.txt,The Light of Truth,,KIDNAPPING WITH GASTECH KRONOS,20140120,"ABILA, Kronos",The speculation includes if the international president and CEO Sten Sanjorge Jr. was the target since international GAStech has to still submit a reportwith the speculation of pressure about the motivation behind kidnapping was also due unrestrained to recent GAStech IPO.,"speculation,president,target,reportwith,speculation,pressure,motivation,kidnapping,ipo","international,international,due,unrestrained,recent","include,have,submit,be",Sten Sanjorge Jr.,"GAStech,GAStech",,,,,-0.105,0.265,1
450.txt,The Abila Post,Haneson Ngoheb,ON THE SCENE BLO,20140120,,"Uneasy throughout the call, Ms. Lagos repeated that Orhan Strum was unavailable at this time, said good bye and hung up.","call,time","uneasy,unavailable","repeat,say,hang","Lagos,Orhan Strum",,,,,,0.7,0.6000000000000001,2
713.txt,The Abila Post,Haneson Ngoheb,GASTECH LEADERSHIP CONFIRMED MISSIN,20140120,,"The IPO filings show that the executive group earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.","ipo,filing,group,share","executive,collective","show,earn,vest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",,,,,,0.13636363636363635,0.4545454545454545,3
462.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"We called the office of Ingrid Barranco, the GSAtech Chief Financial Officer.",office,,call,Ingrid Barranco,GSAtech,,,,,0.0,0.0,1
49.txt,The World,,KIDNAPPING AT GASTECH KRONOS,20140120,"ABILA, Kronos",Speculation includes whether or not GAStech International President and CEO Sten Sanjorge Jr. was the target given that GAStech International has yet to make a statement to the press.,"speculation,target,statement,press",,"include,give,have,make",Sten Sanjorge Jr.,"GAStech International,GAStech International",,,,,0.0,0.0,1
525.txt,News Desk,Haneson Ngoheb,GASTECH CONTROL CONFIRMED MISSIN,20140120,"ABILA, Kronos","shows collective $327.25 millions each executive to the group to that of the recently held shares including $96.25 millions for CFO Ingrid Barranco, CIO Ada campo-Corrente, and COO Orhan Strum deserved","million,executive,group,share,million",collective,"show,hold,include,deserve","Ingrid Barranco,Ada campo-Corrente,Orhan Strum",,,,,,0.0,0.25,3
642.txt,Modern Rubicon,,ON SCENE BLO,20140120,,"A titubante administrative assistant to the Orhan Strum, official of main operation of GAStech has exact the Mr. Strum was not available.","assistant,official,operation","titubante,administrative,main,available",exact,"the Orhan Strum,Strum",GAStech,,,,,0.0722222222222222,0.3277777777777778,2
524.txt,Kronos Star,"Cato Rossini, Marcella Trapan",Breaking: Emergency at GAStech Headquarters Building [Updates,20140120,,"We called the office of Ada Campo-Corrente, the GSAtech Chief Information Officer.",office,,call,Ada Campo-Corrente,GSAtech,,,,,0.0,0.0,1
170.txt,Central Bulletin,,GASTECH LEADERSHIP CONFIRMED MISSING,20140120,"ABILA, Kronos","The IPO filings show that the executive group earned a collective $327.25 million from the newly vested shares including $96.25 million each for CFO Ingrid Barranco, CIO Ada Campo-Corrente, and COO Orhan Strum.","ipo,filing,group,share","executive,collective","show,earn,vest,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",,,,,,0.13636363636363635,0.4545454545454545,3
679.txt,The Explainer,Haneson Ngoheb,DISAPPEARED CONFIRMED GASTECH DIRECTIO,20140120,"ABILA, Kronos","The limaduras of IPO demonstrate that the executive group gained $327,25 million collective of the parts granted including $96,25 million by each one for the rasgueo of CFO Ingrid Barranco, Ada Campo-Corrente, and Orhan Strum of the COO.","limadura,ipo,group,collective,part,rasgueo",executive,"demonstrate,gain,grant,include","Ingrid Barranco,Ada Campo-Corrente,Orhan Strum",,,,,,0.0,0.0,3
685.txt,Tethys News,,To break off itself: The emergency to GAStech quarters the construction [updates,20140120,,"We have called the office of Ada Campo-Corrente, the attache' to the main information of GSAtech.","office,attache,information",main,call,Ada Campo-Corrente,GSAtech,,,,,0.16666666666666666,0.3333333333333333,1
642.txt,Modern Rubicon,,ON SCENE BLO,20140120,,"Linda Lagos that the assistant to the Mr. Strum has refused to answer to new question approximately the event, if or not there were a fire, a false alarm, a threat of the bomb, or if or anyone does not lack.","assistant,question,event,fire,alarm,threat,bomb","new,false","refuse,answer,be,lack","Linda Lagos,Strum",,,,,,-0.22121212121212128,0.5515151515151514,2
344.txt,News Online Today,,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,20140121,"ABILA, Kronos","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr.","press,conference,headquarter,morning",,"accord,hold",Sten Sanjorge Jr.,"GAStech,GAStech",,,"Centrum,Tethys",,0.0,0.0,1
579.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140121,,1145 - BREAKING NEWS - Homeland Illumination correspondent Petrus Gerhard has contacted me to alert readers of an important announcement coming shortly.,"correspondent,reader,announcement",important,"contact,alert",Petrus Gerhard,Homeland Illumination,,,,,0.2,0.65,1
481.txt,Kronos Star,Eva Thaye,GAStech's Sanjorge Escapes Kidnapping at GAStech H,20140121,"ABILA, Krono","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event his company's headquarters building in Abila yesterday.","press,conference,headquarter,morning,kidnapping,event,company,headquarters,yesterday",,"accord,hold,return,report",Sten Sanjorge Jr.,"GAStech,GAStech,Tethys",,yesterday,"Centrum,Tethys,Abila",,0.5,0.5,1
245.txt,The Continent,,The employees of GASTech who are kidnapped in Krono,20140121,,"Communicated missing includes: President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada campo-Corrente, COO Orhan Strum, and environment civil servant Willem Vasco-Pais of GAStech.

The local news organizations a ransom note of POK which requires responsibility and $20 millions has received of the company requires.","environment,servant,news,organization,ransom,note,responsibility,company","civil,local","communicate,miss,require,receive,require","Sten Sanjorge Jr,Ingrid Barranco,Ada campo-Corrente,Orhan Strum,Willem Vasco-Pais","GAStech,POK",,,,,-0.1,0.025,5
167.txt,International Times,,GASTech Employees Kidnapped in Krono,20140121,,"Reported missing includes: GAStech President and CEO Sten Sanjorge Jr,CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais.",,,"report,miss,include","Sten Sanjorge Jr,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",GAStech,,,,,-0.2,0.05,5
689.txt,International News,,GAStech's Sanjorge Escapes Kidnapping at GAStech HQ,20140121,"ABILA, Kronos","According to a press conference held at GAStech headquarters in Centrum, Tethys this morning, GAStech's President and CEO, Sten Sanjorge Jr. returned safely to Tethys after a reported kidnapping event his company's headquarters building in Abila yesterday.","press,conference,headquarter,morning,kidnapping,event,company,headquarters,building,yesterday",,"accord,hold,return,report",Sten Sanjorge Jr.,"GAStech,GAStech,Tethys",,yesterday,"Centrum,Tethys,Abila",,0.5,0.5,1
752.txt,Worldwise,,Sanjorge Escapes from  GAStech removing at the HQ of GAStec,20140121,"ABILA, Kronos","According to a press conference was held with the registered offices of GAStech in the centrum, Tethys this morning, president and CEO of GAStech, Sten Sanjorge Jr., returned without risk to Tethys after brought back to remove the event registered offices of its company building in Abila yesterday.","press,conference,office,centrum,morning,president,risk,event,office,company,building,yesterday",,"accord,hold,register,return,bring,remove,register",Sten Sanjorge Jr.,"GAStech,Tethys,GAStech,Tethys",,yesterday,Abila,,0.0,0.0,1
460.txt,Everyday News,,Kidnapped employees of GASTech in Krono,20140121,,"The disclosed disappear include: President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, Ada Campo-Corrente, COO Orhan Strum, and environmental official Willem Vasco-Pais.","disappear,official",environmental,"disclose,include","Sten Sanjorge Jr,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais",,,,,,0.0,0.0,5
793.txt,Centrum Sentinel,,VOICES - a blog on what is important to peopl,20140121,,1153 - TO BREAK OFF the NEWS from Petrus Gerhard:,news,,break,Petrus Gerhard,,,,,,0.0,0.0,1
793.txt,Centrum Sentinel,,VOICES - a blog on what is important to peopl,20140121,,"The readers, this is writing correspondent of Petrus Gerhard.","reader,writing,correspondent",,,Petrus Gerhard,,,,,,0.0,0.0,1
396.txt,World Journal,,Employees of GASTech removed in Krono,20140121,,"One fears fourteen employees, probably including five executive leaders, removed yesterday by the ""guards of Kronos"".  Disappeared paid include: President and PRESIDENT Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada Campo-Corrente, Orhan Strum, and environmental leader Willem Vasco-Pais.

The local organizations of news received a note of ransom of the claiming responsibility and to require POK $20 million the company.  They is possible additional requests are received.

Sanjorge and the others disappeared according to a meeting from council to the registered offices from GASTech.","employee,leader,yesterday,guard,leader,organization,news,note,ransom,responsibility,company,request,other,meeting,council,office","executive,environmental,local,possible,additional","fear,include,remove,disappear,pay,include,receive,claim,require,receive,disappear,accord,register","Sten Sanjorge Jr,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais,Sanjorge","Kronos,GASTech",,yesterday,,,0.0,0.5,6
787.txt,World Source,,GASTech Employees Kidnapped in Kronos,20140121,,"Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  Reported missing includes: GAStech President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais.","employee,officer,yesterday",executive,"fear,kidnap,report,miss,include","Sten Sanjorge Jr,Ingrid Barranco,Ada Campo-Corrente,Orhan Strum,Willem Vasco-Pais","Kronos,GAStech",,yesterday,,,-0.1,0.525,5
463.txt,The Truth,,Sanjorge of GAStech escape which kidnap GAStech at H,20140121,"ABILA, Kronos","According to a press conference which in GAStech headquarters in Centrum, Tethys announced, the President of have GAStech and CEO,  Sten Sanjorge Jr. returned to Tethys after communicated kidnapping event safe the headquarters that of its company Abila yesterday build in.","press,conference,headquarters,kidnapping,event,headquarters,company,yesterday",safe,"accord,announce,have,return,communicate,build",Sten Sanjorge Jr.,"GAStech,Tethys,GAStech,Tethys,Abila",,yesterday,Centrum,,0.5,0.5,1
110.txt,Homeland Illumination,Maha Sal,VOICES - a blog about what is important to the peopl,20140121,,"1153 - BREAKING NEWS Readers, this is correspondent Petrus Gerhard writing from an unknown location.","reader,correspondent,location",unknown,write,Petrus Gerhard,,,,,,-0.1,0.6,1
279.txt,World Journal,,The perspicacity of an expert: prosperity as foreign PRESIDENT in Kronos,20140326,,"Hank Fluss is PRESIDENT of GAStech, the principal industry of Kronos during more than 15 years, after its discovery of its immense gas layers close to the town of Elodis.","president,industry,year,discovery,gas,layer,town","principal,more,immense",,Hank Fluss,"GAStech,Kronos",,more than 15 years,Elodis,,0.25,0.75,1
55.txt,Daily Pegasus,,INFLAMMATION OF THE PROTESTS IN ABILA IN ANSWER TO CALLS TO THE ACTIO,20140326,"ABILA, Kronos","""You cannot as soon as to rob our money and to think she can obtain to him far with him.""

The posters with colorful images of Elian Karel and Julian Vann were reminders of the heavy toll already paid by the leaders and innocents.","money,poster,image,reminder,toll,leader,innocent","colorful,heavy","rob,think,obtain,pay","Elian Karel,Julian Vann",,,,,,0.06666666666666668,0.6333333333333333,2
